id,label,tweet
534,1,bashar momin to hit tha nahi .. Baqi bhee flop thy .. mein acting ni match kar raha tha ... me to number of dramas and number of movies ko compare kar raha tha .. aki b 1 movie k baad 1 movie kiye jata ha aur faysal b 1 drama k baad 1 drama
535,1,baton pe terkhate raho hum ko
536,1,battery timeing theek ni hai is ki 
537,1,bazaari aurat kia kisi ki kirdar kushi karay gi
538,1,bc phir baitian bun kar raho warna
539,1,bcoz ye trend chalne wale lambi lambi chorte hai . 
540,1,be - ghariat qoom say kuch na kehna behter hay
541,1,bechaari uroosa ki to cheekhen hi nikal gaeen jab bichhoo uss kay munh per daalay gaye .... amma yaad arahi thi ... hahahaha :) 
542,1,"bechaari yumna kay saath bohot bura ho raha hai . wesay kuchh qusoor yumna kaa bhi hai , ussay pehlay hi ye sub kuchh hiba ko bata dena chahiye tha . hiba jesi bold larki kaa iss tarah kaa reaction kaafi natural hai . kamal hasan ki biwi bilqees bhi apni jagah per bilkul theek hai . bilqees kay dialogues jo uss ne yumna ko kahay , baray hi zabardast thay . saba hameed ( bilqees ) ki excellent performance thi un dialogues main . bohot interesting aur acha jaa raha ye drama . "
543,1,bechara shehriyaar phans gaya makkar rania aur uss kay baap ki cheap blackmailing se . i hate rania and her father !!!! 
544,1,begerat baap ki kanjar aulad
545,1,begherat aadmi koi limit hoti begherti ki really duub ke mar jaane ka maqam he or tum laddu kha rahe ho
546,1,"behadd bakwaas !!!! fawad khan bilkul gorilla lag raha hai iss getup mein . nadia jameel , fawad ki amma lag rahi hai aur sajal ali , fawad ki beti . "
547,1,"behroz ki apnay bhai soheb se itni narazgi ki wajah abhi tak to dikhayee nahin gaye iss dramay main . jab behroz baghair kisi baat kay , bequsoor soheb se bura sulook kerta hai to kaafi unrealistic situation lagti hai . maya ali ko aik baar phir wohi overconfident aur larakoo type ki larki kaa role mil gaya hai , jo wo apnay her dramay main abhi tak kerti aa rahi hai . drama malka e aliya kay baad ahmed zeb ko iss dramay main maya ali kay mamoon kay betay kay role main dekh ker acha laga . ahmed kaafi good looking and nice new actor hai . wesay , overall achha drama hai & amp ; interesting story hai . :) "
548,1,behuda kapray pehen ker aagaye…bilkul bhi achi nahin lag rahi . 
549,1,behuda tareen bakwas dress . 
550,1,"bejorr shadiyon kaa yehi result nikalta hai . naveen se zyada , azfar ki bewaqoofi thi ye doosri shaadi & amp ; ab talaq . azfar kay liye ye sher , na khuda hi mila na wisaal - e - sanam na idhar ke rahay na udhar ke rahay"
551,1,bekaar & amp ; boring ! 
552,1,"bekaar mobile hai ais say acha ta huawei ka koi 1 gb ram wala banda lay leta , bus sirf naam ka 2 gb hai"
553,1,bekaar artificial si kahani hai . beauty ( rudaba ) & amp ; beast ( bashar ) dono hi bohot overacting kertay hain . 
554,1,bekaar aur boring hai . ghisi piti kahani main koi nayee baat nahin hai . maza nahin aya ! 
555,1,bekaar aur boring laga rahi hai ye movie . aik din baad hee uter jaegi cinemas se ! 
556,1,bekaar betuki kahani hai . umar jo abhi tak apnay father ki tamam sazishon ko samajhta aya tha wo mohini kay khula kay jaali papers dekh ker itni assani se bewaqoof kesay bun gaya . umar naa sirf bewaqoof bana balkay achanak zara se shaadi kay liye tayyar bhi hogaya . bogus kahani ! 
557,1,bekaar boring episode . kahani waheen ruki hui hai . 
558,1,bekaar drama hai . bohot overacting hai heroin ki . script bhi weak hai . main to sirf gohar ki waja se dekhti hoon iss dramay ko . 
559,1,bekaar dramay ka bakwaas end ! 
560,1,bekaar dramay ki bekaar ending . acha hua kay khatam hogaya ye flop drama . 
561,1,bekaar end tha . kisi ko bhi uss ki mohabbat nahin mili . sub kay sub compromise kerkay bus guzara hi ker rahay hain . 
562,1,bekaar end . shayan to hai hi lafanga . usay irfa aur apni beti ki kabhi parawah thi hi nahi . shayan ko jab koi aur khoobsurat larki nazar ayegi to wo phir uss kay pichay chal paray gaa saari qasmain waday bhool ker . irfa ko doosri shaadi ker leni chahiye thi . 
563,1,"bekaar ending ... mehrunnisa nay shehzad say iss liye shaadi nahin ki kay log kiya kahen gay ..... mujhay ye "" log kiya kahen gay "" wali mantaq bilkul samajh main nahi aati ... insaan ko apni zindagi achi bananee chahiye ... log jaaen bhaar main ... mehrunnisa ko shehzad say shaadi ker leni chahiye thi ... uffff becharay shehzad ko intnay saary intezaar kay baad bhi koi faida nahin hua . :( "
564,1,"bekaar ending ... bilkul maza nahin aya ... ye dikhana chahiye tha kay end main narameen kay saath shaiq ne kiya kiya . jitna time in bekaar flashbacks main zaya kiya uss kay bajaye kuch time iss last episode ko imrove kernay main lagatay to zyada behter hota .>>>>>>>>>> poor script , bad direction , full of flashbacks , pathetic ending <<<<<<< "
565,1,bekaar kahani hai iss boring & amp ; slow drama ki . ahsan khan kay non stop flop dramon ki list main aik aur flop dramay kaa izafa hogaya hai . 
566,1,bekaar main dramay ko khench khench ker lamba kerdiya hai . zara ki death 4 episodes pehlay hi kerkay dramay ko khatam kerdena chahiye tha . 
567,1,bekaar tareen dukhi ending . khalil ur rehman kay her dramay kaa bakwas end hota hai . iss dramay main shano ko maar diya aur pyare afzal main afzal ko maar diya . shano aur khalil ki apas main shaadi bhi nahin huee . bilkul maza nahin aya . :( 
568,1,"bekaar tareen end . • saaray raaz jo abhi tak chalay aa rahay thay wo khul gaye , tamam raaz bohot fake aur filmi thay . • sarmad jo apnay baap aur unborn step brother / sister ka qatil tha , wo bach kyun gaya aur shabeeh ne ussay maaf kyun kerdiya , very sensless . • karam deen aur sarmad kay uncle ki sazish bhi bohot bogus aur unrealistic thi . • tipu ki kiran se dobara shaadi ki bhi koi tuk nahi banti . tipu ko neha se hi shaadi kerni chahiye thi . • writer ko pata tha ye kay tamam raaz jin per poori story base kerti hai , intehaee senesless aur fuzool hain aur agar pehlay hi bata diye to koi nahi dekhay gaa iss bekaar tareen kahani walay dramay ko , isi liye end tak sub kuch chupaye rakha . • worst ending !!!!!!!! "
569,1,bekaar tareen ending ! jab numair ki kutt khanay ki baari aaye to ussay pagal kerdiya aur usay apnay ghatiya kertooton ki saza bhi nahin mili . ahmaq tareen rameen akhri scene main gaari bethi apni wohi bewaqoofiyan phir se dikhaye jaa rahi thi . bilkul maza nahin aya . bakwaas dramay kaa bakwaas anjaam !!! 
570,1,bekaar tareen sad ending . dania ne bunty ko zeher khila ker maar diya sirf ye jannay ka liye ko wo uss se sachi mohabbat kerta hai kay nahin aur khud bhi mer gayee . iss puri duniya main aik bunty to nahi reh gaya tha bewaoof dania kay liye . bakwaas ending !!! 
571,1,bekaar tareen team . 1 run per 4 out…hadd hogaye hai . :( 
572,1,bekaar thaka hua farigh singer hai . pata nahin kesay jeet gaya . 
573,1,"bekaar , boring drama ! "
574,1,"bekaar , boring , slow motion drama , not really a film !!! "
575,1,bekar drama tha . . 
576,1,bekar ghatiya cell lga hai mujhe ... is sy to hazar % mera motorola droid maxx 2 hai 21 mp back front 5 or nougat tk upgradable hai
577,1,bekar hogay drama . it ' s almost finish > zeeshan will recover from his injuries and he will slowly began to like rumaisa and her daughter the end . ﻿
578,1,bekar mobil es sy acha to china ky mobil hy 
579,1,"beshak larki ki maan , larki kay rape honay kay medical documents le aayee thi lekin ye to phir bhi saabit nahin hota kay us larki ka rape arham ne kiya thaa ... jab arham ka dna test kisi ne bhi nahin kiya to phir un documents main arham kaa naam nahin hoga as a rapist aur naa hi ussay qusoor - waar tehraya jaskta hai .... bari hi fake story hai iss dramay ki . "
580,1,besharmi kee bhee koi hadd hotee hay magar yeh shayad ganjooon par apply nahi hoteeo bibi kuch to allah ka khof karoshakal manhoos ho to baatain to achee karnee chayayin jab ganja mar jayay ga to phir kiss kay kaseday parho geekuch to ghairat kha loo chipti khaala
581,1,"best mobile hai , dunya ko aag laganay ke leye , "
582,1,better option to yehi hai .. lekin 2 aoratein aik doosray ko bardasht nahin kersakteen .... khaas tor per jab aik aorat sehrish type ki ho ( nihayat shakki & bewaqoof ). :) 
583,1,betty problem hy aur apni memorry b nahi hy . 
584,1,betuki kahani ko bekaar mein khench khech ker lamba ker diye hai . flop drama ! 
585,1,betuki kahani wala bakwas boring drama ! 
586,1,betuki senseless kahani wala slowmotion tareen bekaar boring drama ! 
587,1,bewaqoof alina aik baar phir mina ki sazish ka shikaar honay wali hai . 
588,1,bewaqoof bashar aik behen tayyaba ka gher basatay basatay doosri behen sahira ka gher bhi ujaar betha . koi faida nahin hua zabrdasti ki shaadi ka . aik mujhay iss pagal rudaba ki samajh nahin aati . ab achanak naiki ka farishta bannay ki kiya zaroorat hai . ushna shah ( rudaba ) kay facial expressions kabhi kabhi kaafi kamzor & amp ; fake hotay hain . 
589,1,"bewaqoof kiran begum ko ab sukoon aa gaya hoga talaq kaa gold medal lenay kay baad kyun kay ab chamaat nahin lagain gay , izzat hi izzat hogi ... hahaha"
590,1,"bewaqoof laiba ki waja se chalak cuckoo ki sazish kamiyab hogaye . ab agar shehriyar ne aiza ko talaq di to shayad aiza , saad se shaadi kerlay agar wo bach gaya to . "
591,1,bewaqoof tareen aleena phir phans gayee mina kay jaal main ... mujhay mina se zyada aleena pe ghussa aata hai ... mina to hai hi buri ... lekin ahmaq aleena bilkul hi aqal say pedal hai . 
592,1,"bewaqoof tareen muqaddas bajaye iss kay , kay khamoshi se apnay bhai ko batati uss mujrim kay baray main aur chehray ko dopattay se chhupa leti aur bohot ehtiyat se dono peechha kerta uss kaa , paglot zor zor se cheekh rahi thi , ye wohi hai , ye wohi hai , wo bhi gaari kaa sheesha neechay kerkay…aur bhaga diya usay apni bewaqoofi se . ye baat bhi ajeeb hai kay muqaddas apnay shoher kay gher nahin jaa rahi kyunkay uss apnay aghwa kernay walon se der lagta hai lekin hospital main akeli rah rahi hai . muqaddas ki behen ne ye kesay soch liye kay wo aghwa honay kay doran pregnant hui . adhwa honay kay baad wo apnay shoher saath bhi to rahi thi . cast to achi hai , new actors bhi acha perform ker rahy hain lekin script main bohot saari kamzoriyan hain . baat nahin bun rahi . "
593,1,"bewaqoof tareen aorat aleena her baar mina ki baaton main ajati hai . agar asad 2 yaa 3 zordaar thappar bhi raseed ker deta mina ko to bara maza ata . wesay aleena bhi aik zannnatay daar chamaat ki haqdaar hai , kiuyn kay wo bachpan say hi mina say dhokay khaye jaa rahi musalsal aur aqal abhi bhi nahin ayee uss ko :) "
594,1,bewaqoof tareen brainless gadhaiyya rameen phir numair ki baton main agaye . rameen kay saath jo kuch bhi horaha hai wo uss ki apni himaqaton ki waja se ho raha hai . bewaqoof rameen yehi sub kuch deserve kerti hai aur saath main 2 yaa 3 kararay type kay chamaat bhi . senseless story !!! flop drama !!! 
595,1,ham kab tak aysa logon ko vote dyty rahyn gy?
596,1,bewqoof jahil hukmaraan
597,1,bey hayeeel k udah bn chuka hay dubai
598,1,bhaag hamri bubble runner butt bhaag is mulk ki door josh ley ker bhaag hum tumharay saathi hain munjanib pmln pindi nala laiy
599,1,"bhag bhag faqeeray bhag, daulat loot ker"
600,1,bhai 1 suggestion question haijo ap dailymotion ka link daity hain kya isk sath playwire ya vidrail ka link mil skta bcz dailymotion ki buffrng slow hai or video ruk ruk ke chlti haithnx
601,1,bhai 70 se 80 tak ho this price is much better tab maza ayega is mobile ko khareedne ka warno bohat expensive ho jayega 
602,1,bhai aap ki request ke liye ye munasib thread nehi hai
603,1,bhai dhyan rakhna .. photo me jo bandook rkhe ho sar pe wo chal na jae .. 
604,1,"bhai jan jin batoon ka zikar bilwal nay kiya h ye batain unhain karni nahi chaiye thain kyun k govenment un ki h . ye khud hi pata karwa sakte h . qatil kon h . hum gharib logon ko ghar , bachon kle taleem free , khane ki ashia kum rate per mile . ye bhi behat h . "
605,1,bhai link work nahi ker raha hai please wapas se link upload karen
606,1,bhai mere pass usb hai '' write protected '' hai aap ne jo soft diya hai os se format nahi huwa ... 
607,1,bhai pakistan mein price double he hoti hai lootein gay pehlay to phir he original price pay aye ga 80000 say oper he lauch hoga pak mein 
608,1,bhai aap kyun aisa khelte ho crucial times pe ? 150 - 5 in 31 overs and u are out .. 
609,1,bhai aap pehle cricketer hoge to adulthood se pehle retire ho rahe ho
610,1,bhai ab iphone 6 kon khreedey ga jinhon ney khreeda hai woh bhi wapis kr rhey hain ye pocket main rkho to bend ho jata hai is ki body bohd nazuk hai . 
611,1,"bhai ab to yeh alam hogaya hai k govt . tax alag , sms centre alag charj le rahe hain bal k ab to rs . 20 ki balance to hoti hi nahi hai uper se shop wale ne apna tax bhi laga diya k rs . 100 se kam balance per rs . 1 . 00 charj . oh , allah ab kiya hona hai i am waiting for next govt . decision"
612,1,bhai angrezi mein likh do . \ kya masla ha . 
613,1,bhai apne paisy zaya na karo qmobile 3 ya 4 months tak apni perfomance dikhata hai phir bekaar 
614,1,bhai g ap ka thread to meri screen par show he nahi ho raja
615,1,problem to hain lakin bhai is phone ki problem to mention kar dain 
616,1,bhai is se achi to ccopy paste waali thi . 
617,1,bhai mere pas sindhi languge whats app main sahi nhe aa rahi
618,1,bhai mjhy buht expensive pr jae ga
619,1,bhai nokia c1 4g nahe ho ga agar software acha hy to aysa software ka kya kerna 
620,1,bhai oppo bohat mahnge set sale kar raha ha ager ye set 15 ka hota to thk tha is itni bhi koi khas bat nhi ha
621,1,"bhai or kya karay geo nay paisay dya hain , programme ka time bhi pura karna hai , rozi halal karni hai"
622,1,bhai ptc sites . per kaam na kra kren ek to time waste or hath kuch ni aata
623,1,"bhai scame lag to nai rahi q k ye 2013 se chali aa rahi he aur 2015 me update bhi hui he , lakin asal ma kuch kharabi ha"
624,1,bhai un saab ka paisa mehnat ka haiakal aur mehnat ka nateeja hamaray aksar noo dooletyoon ka paisa loot ka hai aur lootnay wala khabi dainay wala haat aur dil nahi rakhta
625,1,bhai yar kya masla he plz hal kro jaldi
626,1,bhai yeh download nhi horaha
627,1,bhaiyo set ki ram kam ha jiski wajah say hang hoga 
628,1,bhatti saab aap abhi tak zinda ho may to samjha tha k ab tak minaar e pakistan pe latak jaan de chuke hoge aise leader hunge to kon vote dega salute to punajabi voters
629,1,"bhatti sahab kaafi funny hain ... hain ? haan . :) salma ka character bohot zyada artificial hai . ye samajh main nahin aata kay akhir salma , sikander se talaq kyun nahin le leti kyun jabkay naa to sikander aur naa hi saas ka ravaiyya acha hai salma kay saath . kaun si orat aisi hogi jo apnay lafangay zaalim & amp ; mujrim shoher aur chirchiri saas ko bardasht kernay k saath saath sotaili beti kaa bhi itna khayal rakhay gi & amp ; apna tamam zevar bhi apni sotaili beti kay naam ker de gi , wo bhi usa main rehtay hue . salma jesi orat jo khud kamati hai & amp ; fully independent hai usa main , wo kabhi bhi sikander jesay criminal abusive aadmi ko bardasht nahin karegi , kutt khana to bohot door ki baat hai . jab pata tha kay husband ne kutt lagani hai to phir wapis gher janay ki kiya zaroorat thi "" mother teresa "" salma ko ? 911 ( emergency telephone number ) per call kerti to 5 minutes kay ander ander cops uss kay gher per hotay , phir kutt kyun khai ? emaan ko akela kyun nahin chhor sakti baap aur daadi kay paas ? emaan koi 2 saal ki bachi to nahin hai , jo apni take care khud nahin kersakti . salma , eman ko apni saas & amp ; shoher kay hawalay kerkay , aik bedroom ka apartment rent kersakti hai , agar zyada paisay nahin hain to kisi larki kay saath aik room bhi rent kerkay share kersakti hai . kathy kay her waqt bezaar , buray & amp ; jhagraloo type kay rawayye se to yehi lagta hai kay wo bhatti ko bilkul pasand nahin kerti phir bhi wo bhatti kay saath kyun rahay jaa rahi hai ? "
630,1,"bhaya bta tu raha hoon . trend top pr aya hai , us k bad khan n tweet kiya . kya ap ko meri bat pr yakeen nahin"
631,1,bhayo ye sub **** pan mein hamari police b shamil hai jis ka kaam hai hamari hifazat karna par kuch police walo ki waja say hamari police bht bdnaam hai bus mein to itna kehta hoo kay hamari police agr apna farz smjh jai tu crime jar say khatam hojaye ga
632,1,bhi sahib yahaan 15 laakh pakistani ka shikaar to already kar rahy
633,1,bhot bkwas brand hy . 
634,1,bht ghatiya set hai 
635,1,bht he bakwas set hang hota hai 3rd class technology is se tu acha hai koi brand he le ly . lanat ho q mobile pe . 
636,1,bht hi 3rd class mobile ha . touch b iska theek ni .. 
637,1,bht tough job hy jaisay banda roz exams dy raha ho :p best of luck
638,1,"bhunariya k paas bas aik hi phooldar blouse hai , jisay wo her episode mein pehen ker ajati hai . "
639,1,bhutto ek soch hai jo kabhi nahi mer sakti bikul wese hi jese mqm dahshat gard hetey hoa bhi aj bhi power men hai
640,1,"bhutto zinda hai , bismah mar gayi"
641,1,"bhutto zinda nahi ? jiyalay to yehi kehtay hain k "" kal bhi bhutto zinda tha aaj bhi bhutto zinda hai "" "
642,1,"bijli bahut mehngi or ghareeb ka khoon bahut sasta ho gia hay . is ki waja sirf saabka hakoomat nahi tamaam "" curropt "" siasat daan hain jo mil ke pehly mulk ko loot - ty hain or phir "" mil baant ke "" khud hi moaf karwa lety hain .... or un ke allah ka nazil hony waala qehr ghareeb awaam pe bhi barasta hay , har taraf nahoosat sirf hamary un curropt logon ki waja se hay jinhon ne mulk ko aba ji ka maal samajh ke har dor main looota . "
643,1,"bijli ki qeemat main izaafa ki bajay sirf wazeer bijli ko hata dia jay or kissi parhy likhy aadmi k wazarat di jay jiss ko apni or hakoomat ki zabaan ka paas ho . had ho gai koi zabaan nahi , koi insaan agar zabaan de to jaan de deta hay lekun yeh kamaal dhitaayi se wazarat se chimty huy hain ...... apni zabaan ka paas karna hi mardaangi hay jo shayed un main nahi hay ...... yahi masly ka hall hay"
644,1,"bijli ki qeemt kam ho sakti hay agar awam ka koi numayenda iqtdaar main aaye to ... aaj tak jitny bhi log aaye khawas ke hi numayendy thy ... hairat hay awam un ko kion vote dety han ?? 2800 arb ke bajat main agar 65 arb ki subsidi mail rahi thi to kia ghareeb ka itna bhi haq nahi tha jo is ko khatam kar dia gia .... agar sirf 2 arb rupees ki subsidi se awam ko 570 ka aata 200 main mil sakta hay to us ko sirf chand arb se sasti roti , sasti cheeni , sasta ghee , sasta oil , sasta lpg or sasti daalen mil sakti hain ..... lekun agar ghareeb ko pait bhar khaana naseeb ho gia or us ko aqal aa gai to us pe hakoomat kaisy ho gi ... ?? or yahi "" asli siasatdaan , jageerdaar or wadeiry nahi chahty ..... sirf chand arb rupees ..... !! kaash koi is bary bhi sochy .... !! "
645,1,bijli ki qeemtoon main izaafa zulm hay jo hakoomat kamaal dhitaayi ke saath kiey jaa rahi hay .... ghareeb awam ka hakoomat aakhir kyon nahi soochti ?? aakhir kyon sochy awam bhi to vote dety huy apna acha bura nahi sochti !!!!! aankhen band kar ke thapy lagaati hay ..... phir aisy hi amanat daar log musalatt hoon gy .... !! bijli ki qeemat main kami ho sakti hay agar wapda ka courrept afsraan ko bijli chori or line loses case main pakar ka latka dia joy !!!!!! 
646,1,bikwas sel phone ma out of country say ly k aya bht jald heet up ho jata anf ik r problem ha is ma 
647,1,bil kul bkwas set hy bs sirf betre thori ashe hy 
648,1,bil kul bkwas set hy bs sirf betre thori ashe hy . me apny bhaiyo ko yhe mashwra dunha samsung lylo 
649,1,"bilal ka kirdaar bohot hi masnoee , naqlee aur na - qabl - e - bardasht hai . koi bhi normal mard kabhi bhi aik badshakal , badtameez , badlehaaz , laraka , nikammi , aur kaamchor aorat ( natasha ) k pichay iss tarah kuttay ki tarah dum nahi hilata phirta ..... i hate both blilal and natasha khusra .... mera dil chahta hai k in dono ki khoob pitaee lagoon . "
650,1,bilawal ki janib se national action plan par tanqeed bilkul ghalat ha
651,1,bilkul baqwas mobile ha koi na lena camera 5mp likha ha or 1 mp p nahi lagta bettery timing sirf 2 ghanta chalta ha 
652,1,bilkul fazoooool hain
653,1,bilkul sahi . agr nap implement huta to punjab tak jata or maulana aziz islamabad mei ab tak na bhetha huta
654,1,bilkul sazish hai . 
655,1,bilkul acha set nhi h 4 inch screen farigh h 
656,1,bilkul b achy ni haai shakl sy pakoray
657,1,bilkul bakwas drama . very very poor .... zara zoya asad sab ne galat kiya . zoobi doobi sab say ghatia . woh kisi say bhi mohabat nai kerta tha . warna loved ones ko dukh kiyun daita . just waste of time
658,1,"bilkul bekaar aur senseless kahani hai . bakhtawar , hishaam , & amp ; iss dramay kay writer bilkul pagal hain . iss duniya main kaun aisa ahmaq aur bewaqoof hoga jiss per bad - chalni kaa ilzam ho aur wo apni safai mein aik lafz bhi naa bolay . jab dumb bakhtawar & amp ; ulloo hishaam ko gher kay tense halaat kaa ilm tha to phir uss bekaar pathetic secret surprise ki kiya zaroorat thi . fuzool main sub gher walon ko shak main mubtila ker diya . total wastage of time ye drama , betuki unrealistic , & amp ; senseless kahani ki waja se . "
659,1,"bilkul bekaar kahani likhi hai bushra ansari ne aur ghisa pita naam rakha hai pakeeza . pakeeza aur uss ka shoher dono hi pagal hain . pagal shoher zulm kiye jata hai aur pagal biwi her zulm ko bardasht kiye jaati hai , for no sensible reason at all . director ne amna sheikh kay naatwaan kandhon per bandooq rakh ker chalayee hai , magar nishana khata hogya hai . abhi tak kuch bhi convincing nahin hai iss dramay main . flop drama ! "
660,1,bilkul bhi acha nahin lag raha iss hairstyle main ahsan . 
661,1,bilkul boring aur bakwas movie hai . gaanay bhi achay nahi banaye . 45 saaal ka budha faisal qureshi kahin se bhi hero nahin lagta .... total wastage of time .... dabba movie
662,1,bilkul boring drama aur bilkul fuzool kahani hai . shroo se akhir tak bus faisal qureshi kay pagalpan ko aur rudaba kay ansoouon ko dekhtay raho ... aur kuch nahin hai . 
663,1,bilkul g voh geet gao jo tumharey western aaqa kahein aur jis k motay motay lifafay milein sharam tum ko nahein aati
664,1,bilkul hi boring kahani abhi hai tak . kuchh bhi exciting yaa interesting nahin hai iss dramay main . dead flop drama !!!!!! 
665,1,bilkul maza nahi aya . natasha ne itni ghatiya kerkaten keen pichlay 23 episodes main aur itni aasani se bilal ne usay muaf ker diya ... bilal thora sa ghussa dikha ker phir phuss hogaya .... rayan ne bhi kuchh nahi kaha natasha ko ... jadoo tonay waali bibi ko bhi saza nahin mili ....... 
666,1,bilkul sahe kaha punjab wale marketing karte hain kpk wale marketing nhi karte allah karen yen projection ka gur pti ko kabhi bhi nhi aaye
667,1,"bilkul theek kaha tum ne aur mujhay bohot acha aur convincing laga tumhara comment .. main nay bhi ye kabhi nahin kaha kay sikander koi achha aadmi hai ... kiran ko talaq lenay kay bajaye sikender ko aik moqa aur dena chahiye tha .. talaq lena koi maslay kaa hal nahin hai ... maza to tab ata kay kiran apni achi aadaton , achhay rawwayyay aur aqalmandi say sikander ko theek kerti .... lekin moon - phat kiran ki to apni aadatein hi bigri hui hain wo kisi ko kiya theek kerti . "
668,1,bilkul third class fone he 
669,1,billi ko cheecharaon k khwab
670,1,billo rani ke abbay naay guard of honour daikarr phansi ghat pohanchayaa thaa yaani mockery teray abbay naay shro ki
671,1,bilqul nehi ! # wajha ? kyun ky thpy per thapa or chuti per chuti qoam ki barbadi ki yhi wajuhat hn ! 
672,1,biwi tera prgm dekh rahi hai aur majazi khudda noora aur zardari se baqaidgise commission le raha hai
673,1,bkwaaaaaas tareeeeeeen
674,1,"bkwas story ha . geo par hi lgta ha , aap youtube par promos dekhen"
675,1,"bohat he acha faysla kiya hai . yeh log kisi aur dunya k hein , garib logo ko sasti khushi bhi nahi de sakte aur khud un ki income 100 , 000 daily hai . allah o akbar"
676,1,bohat hi expensive hai qaimet to samsung jysi ha maga feature nahi . 
677,1,bohat mahnga phone hai 
678,1,"bohat wahayaat movie hai !! m shocked that pakistan has started making such cheap vulgar films !! i thought this film would show something good , but india and america ki copy he karni hai to kya faida ye dekhnay ka ?? m not continuing to watch it , i just cant !! "
679,1,bohat . bekar . hay . mein . use . karaha . hoon . app . q ko . bhool . jao . rivo . purchase . karo . 
680,1,"bohot acha hua kay fawad khan nahin hai iss movie main . "" udta punjab "" jesay bekaar naam se hi andaza ho raha hai kay dabba movie hogi . kareena kapoor ki bhi guarantee khatam ho chuki hai . "
681,1,"bohot achha review likha hai . khaas tor per last line zabardast hai . :) fuzool tareen drama hai , jisay zabaradsti khench khench ker lamba kerdiya hai . kahani kaa naa ser hai naa per . next 1000 episodes mein jahangir kay potay , per potay .............. aur pata nahin kitni aur generations aayengi . ali sethi ne bhi mukesh kay classic song kaa bohot bura hashar kiya hai . "
682,1,"bohot bekaar aur fuzool ending thi ... 2 malkaniyon kay ilawa sub mer gaye ... magar kyun ? aasia ko maarnay ki kiya waja thi jabkay ghulam freed pehlay hi uss ki jaedad apnay naam kr chuka tha ?... wali bhi qatil thaa , ussay koi saza kyun nahin mili ?... chacha mian ji ne kyun khudkushi ker li achanak ?... sajida to pehlay hi mer chuki thi wo bachon ko maarnay kesay aagayee .?.. dono bachon ko kis nay mara ?... ngo kay jo 2 log gaon aye thay , unhain kis ne aur kyun maara ? "
683,1,bohot boring & amp ; flop drama ! 
684,1,bohot boring aur slow drama hai . kahani main koi bhi khaas baat nahin hai . saman kaa nafsiyati ilaaj kara den to sub kuch theek ho jaega ! 
685,1,"bohot boring movie hai . yaqeenan flop hui hogi . mazahiya movie bananay ki koshish ki hai magar mujhay kisi aik scene main bhi hansi nahin aayee . pata nahin kyun haklay kaa kirdaar daal ker directors / writers ye samjhtay hain kay bari comedy peda ki hai . jabkay haqeeqat main , hakla ker bolnay walay kirdaar baray hee annoying & amp ; irritating lagtay hain . chhoti si kahani ko zabradsati lambay lambay bekaar scenes daal ker khainch ker lamba kerdiya hai . songs bhi bekaar hain . overall , wastage of time ! "
686,1,bohot boring rota dhota episode . 
687,1,bohot boring show tha . sana safinaz ko baar baar awards milnay per andaza hogya kay ye awards kitnay authentic hain . sana safinaz per awards ki baarish kay baad baqi sub bachay kuchay awards pyare afzal ki team ko mil gaye . lagta hai kay baghair kisi rehearsal kay ye show arrange hua hai kyun kay sub ne bohot saari ghalatiyan ki hain . zyada ter dance performances bhi bakwas theen . maza nahin aya . 
688,1,bohot boring tha ye episode bhi . rukhi kaa boyfriend david gora to nahin lagta . aik to zee kaa character kaafi ajeeb likha hua hai ooper se nosheen shah ( zee ) ki overacting .... uffffff ! 
689,1,bohot handsome aur attractive zawwar kay samnay bechara shaheer bohot ugly lagta hai . 
690,1,bohot hee bura lag raha hai fawad . sookhay huye munh aur laal ankhon kay saath ajeeb rooti hui shakal banayee hui hai . 
691,1,"bohot hi artificial type ki filmi kahan hai… . sanam ka ameer tareen aashiq rumi her waqt sanam ko teenagers ki tarah yaad kerta rehta hai , ussay aur koi kaam nahin hai .... jab rumi sanam ko uss ki shaadi se honay se pehalay se pasand kerta tha to itnay saalon say kahan jhak maar raha tha ab tak aur uss ne kabhi sanam se apni mohabbat ka izhaar kyun nahin kiya… .. …kaayee saalon say sanam ko diwanon ki tarah chahta hai , magar hairat angaiz tor per sanam ne uss ko pehlay kabhi nahin dekha… . itna ameer treen aadmi bilkul akela kyun rehta hai…sanam begum bhi shaadi shuda aur aik bachi ki maan honay ka bawajood rumi kay saath uss kay gher chali gayeen aur usay pasand bhi kernay lag gayeen… . rumi ne apnay gher main sanam ki modeling type ki closeup pictures lagayee huee hain .. wo sub pictures kahan say aayen ... bakwas kahani hai bilkul !!!!!!!! "
692,1,bohot hi depressing episode tha . :( 
693,1,bohot hi slow drama hai aur kaafi boring story hai
